id;delayed_date
959256;1673427060.0
959256;1673513460.0
959256;1673599860.0
959256;1673945460.0
959256;1674031860.0
959256;1674463860.0
959256;1674550260.0
959256;1674636720.0
959256;1674723060.0
959256;1674809460.0
959254;1673249640.0
959254;1673422440.0
959254;1674459240.0
959254;1674804840.0
959254;1675064040.0
959254;1672644840.0
959254;1672731240.0
959254;1672990440.0
959254;1673336040.0
959254;1673508840.0
959254;1673595240.0
959254;1674632040.0
959254;1672825020.0
959254;1673941740.0
959254;1674028200.0
959254;1674200940.0
959254;1674548820.0
959252;1672741260.0
959252;1673346060.0
959252;1673518860.0
959252;1675074060.0
959252;1672654860.0
959252;1672827660.0
959252;1672914060.0
959252;1673432460.0
959252;1674210060.0
959252;1674469260.0
959252;1674642060.0
959252;1674728460.0
959252;1674814860.0
959140;1672589820.0
959140;1673194620.0
959140;1673799420.0
959140;1675009020.0
959118;1674486900.0
959110;1673870400.0
959110;1674214980.0
959104;1673251920.0
959104;1673424720.0
959104;1673856720.0
959104;1672647120.0
959104;1672733520.0
959104;1672819920.0
959104;1672906320.0
959104;1672992720.0
959104;1673338320.0
959104;1673511120.0
959104;1673597520.0
959104;1674029520.0
959104;1674202320.0
959104;1674634320.0
959104;1674720720.0
959104;1674807120.0
959104;1675066320.0
958890;1673090700.0
958890;1673695500.0
958872;1672680060.0
958864;1673020980.0
958864;1673625780.0
958864;1674230580.0
958864;1672666980.0
958864;1673961660.0
958860;1672658760.0
958860;1674041100.0
958860;1674473220.0
958860;1674991800.0
958858;1672655400.0
958858;1672741800.0
958858;1673951520.0
958856;1672991400.0
958856;1673337000.0
958856;1673509800.0
958856;1673596200.0
958856;1674719400.0
958856;1672732320.0
958856;1674546720.0
958856;1672819200.0
958856;1674633540.0
958856;1674806400.0
958856;1675065720.0
958854;1674982020.0
958848;1673076060.0
958848;1674285660.0
958848;1674890460.0
958814;1675083120.0
958814;1672663920.0
958814;1674046320.0
958814;1674823920.0
958802;1672728600.0
958802;1672901400.0
958802;1673419800.0
958802;1673506200.0
958802;1674629400.0
958802;1672642320.0
958802;1672815540.0
958802;1672987920.0
958802;1673247120.0
958802;1673592720.0
958802;1674024720.0
958802;1674197520.0
958802;1674456720.0
958802;1675061520.0
958703;1674200280.0
958428;1674673440.0
958428;1672686240.0
958428;1672772640.0
958428;1672859040.0
958428;1672945440.0
958428;1673291040.0
958428;1673377440.0
958428;1673550240.0
958428;1673895840.0
958428;1673982240.0
958428;1674587040.0
958428;1674759840.0
958426;1672683120.0
958426;1672769520.0
958426;1672855920.0
958426;1672942320.0
958426;1673287920.0
958426;1673374320.0
958426;1673460720.0
958426;1673547120.0
958426;1673892720.0
958426;1673979120.0
958426;1674583920.0
958426;1675102320.0
958408;1674723900.0
958408;1674550860.0
958408;1672736460.0
958408;1672822860.0
958408;1672909260.0
958408;1672995660.0
958408;1673341260.0
958408;1673514060.0
958408;1673860440.0
958408;1673946060.0
958408;1674032460.0
958408;1674205260.0
958408;1674637260.0
958406;1672905900.0
958406;1674460440.0
958406;1672646040.0
958406;1672733100.0
958406;1672819500.0
958406;1673250840.0
958406;1673337900.0
958406;1673424300.0
958406;1673510700.0
958406;1673855640.0
958406;1673942700.0
958406;1674029100.0
958406;1674547500.0
958406;1674633900.0
958404;1674630480.0
958404;1675063320.0
958396;1675027380.0
958390;1674332340.0
958376;1673029140.0
958376;1673633940.0
958376;1674238740.0
958376;1674843540.0
958376;1675104000.0
958352;1674401400.0
958328;1674217440.0
958328;1673266980.0
958328;1673871960.0
958306;1674720720.0
958306;1673945160.0
958306;1672994580.0
958306;1674204180.0
958302;1674458340.0
958248;1673721240.0
958248;1673116440.0
958248;1674326040.0
958248;1674930840.0
958240;1672567560.0
958240;1673172360.0
958240;1673777160.0
958240;1674381960.0
958240;1674986760.0
958214;1673614980.0
958214;1674219780.0
958214;1674824580.0
958214;1674565920.0
958206;1672650060.0
958206;1673254860.0
958206;1672737540.0
958206;1672823940.0
958206;1672910340.0
958206;1673428740.0
958206;1673515140.0
958206;1674551940.0
958206;1674638340.0
958206;1674724740.0
958202;1672902900.0
958202;1672989300.0
958202;1672730100.0
958202;1672816500.0
958202;1673334900.0
958202;1673421300.0
958202;1673507700.0
958202;1673939700.0
958202;1674198900.0
958202;1674544500.0
958202;1674717300.0
958092;1674411120.0
958080;1673295420.0
958080;1674764220.0
958080;1672777020.0
958080;1672863420.0
958080;1672949820.0
958080;1673468220.0
958080;1673641020.0
958080;1673900220.0
958080;1674505020.0
958080;1674591420.0
958072;1672590540.0
958072;1673195340.0
958072;1673800140.0
958072;1674404940.0
958062;1673868300.0
958060;1674988680.0
958056;1674462000.0
958056;1672647300.0
958056;1674548460.0
958056;1674634860.0
958056;1674721980.0
958040;1673645820.0
958040;1674250620.0
958040;1674855420.0
958016;1674477420.0
958016;1672663680.0
958006;1673942400.0
957777;1673642520.0
957777;1672692720.0
957777;1672779120.0
957777;1672865520.0
957777;1672951920.0
957777;1673037720.0
957777;1673297520.0
957777;1673383920.0
957777;1673470320.0
957777;1673556720.0
957777;1673902320.0
957777;1674247320.0
957777;1674507120.0
957777;1674593520.0
957777;1674679920.0
957777;1674766320.0
957777;1674852120.0
957775;1674416340.0
957773;1673549100.0
957773;1673894700.0
957773;1674499500.0
957773;1674758700.0
957773;1675104300.0
957773;1672685100.0
957773;1672771500.0
957773;1672857900.0
957773;1672944300.0
957773;1673376300.0
957773;1673462700.0
957773;1673981100.0
957773;1674672300.0
957773;1675190700.0
957771;1672595340.0
957771;1673200140.0
957771;1673804940.0
957761;1674304980.0
957757;1673002380.0
957757;1674816780.0
957753;1672648920.0
957753;1672821780.0
957753;1673858520.0
957753;1675068120.0
957753;1673253720.0
957753;1674204420.0
957753;1674811020.0
957751;1672818120.0
957751;1672990920.0
957751;1673422920.0
957751;1673509320.0
957751;1673941320.0
957751;1674027720.0
957751;1674546120.0
957751;1674632520.0
957751;1674718920.0
957751;1672645320.0
957751;1672731720.0
957751;1672904520.0
957751;1673250120.0
957751;1673595720.0
957751;1673854920.0
957751;1674459720.0
957751;1674805320.0
957751;1675064520.0
957559;1672589220.0
957559;1673194020.0
957559;1673798820.0
957559;1675008420.0
957559;1673108100.0
957559;1673712900.0
957559;1674317700.0
957559;1674922500.0
957555;1672599660.0
957555;1673118060.0
957555;1674327660.0
957555;1674414060.0
957555;1674932460.0
957555;1675018860.0
957553;1672580640.0
957553;1673099040.0
957553;1673185440.0
957553;1673703840.0
957553;1673790240.0
957553;1674308640.0
957553;1674395040.0
957553;1674913440.0
957553;1674999840.0
957541;1674238320.0
957539;1674802560.0
957539;1672902240.0
957539;1673852640.0
957539;1673939040.0
957539;1674198240.0
957539;1674543840.0
957539;1674630240.0
957539;1672643040.0
957539;1672729440.0
957539;1672815840.0
957539;1672988640.0
957539;1673247840.0
957539;1673334240.0
957539;1673420640.0
957539;1673593440.0
957539;1674025440.0
957539;1674716640.0
957539;1675062240.0
957529;1672863780.0
957515;1672750680.0
957515;1673960700.0
957515;1674047100.0
957515;1674651900.0
957515;1674824700.0
957515;1672923900.0
957515;1673269500.0
957515;1673355900.0
957515;1673442300.0
957515;1673528700.0
957515;1673615100.0
957515;1673874300.0
957515;1674738300.0
957515;1675083900.0
957507;1675070700.0
957507;1673860140.0
957507;1672650540.0
957507;1672737240.0
957507;1672823640.0
957507;1672910040.0
957507;1672996260.0
957507;1673255340.0
957507;1673342040.0
957507;1673428440.0
957507;1673601060.0
957507;1673946840.0
957507;1674033240.0
957507;1674205860.0
957507;1674464940.0
957507;1674551640.0
957507;1674638040.0
957507;1674724440.0
957507;1674810660.0
957505;1674721800.0
957505;1672647420.0
957505;1672733820.0
957505;1672820220.0
957505;1672993020.0
957505;1673252220.0
957505;1673338620.0
957505;1673425020.0
957505;1673597820.0
957505;1673857020.0
957505;1673943420.0
957505;1674029820.0
957505;1674461820.0
957505;1674548220.0
957505;1674634620.0
957505;1675153020.0
957501;1673849520.0
957385;1674375240.0
957333;1672947780.0
957333;1673293380.0
957333;1673552580.0
957333;1673898180.0
957333;1674502980.0
957333;1674589380.0
957333;1672774980.0
957333;1672861380.0
957333;1673379780.0
957333;1673466180.0
957333;1673984580.0
957333;1674675780.0
957333;1674762180.0
957331;1672609500.0
957327;1674418200.0
957323;1674495660.0
957323;1673113380.0
957323;1673718180.0
957323;1674322980.0
957323;1674927780.0
957315;1674828900.0
957311;1673350620.0
957311;1672832220.0
957311;1672918620.0
957311;1673437020.0
957311;1673523420.0
957311;1673869020.0
957311;1674041820.0
957311;1674560220.0
957311;1674474300.0
957301;1674542160.0
954505;1674757200.0
938070;1672776420.0
938070;1673034720.0
938070;1674244380.0
938070;1674762720.0
938070;1674849120.0
938017;1674242940.0
938017;1674847680.0
916777;1673643060.0
916777;1674507060.0
916777;1674679860.0
916777;1674766260.0
916777;1672779060.0
916777;1672865460.0
916777;1672951860.0
916777;1673038260.0
916777;1673297460.0
916777;1673470260.0
916777;1673902260.0
916777;1673988660.0
916777;1674593460.0
916777;1674852660.0
916775;1672775400.0
916775;1672861800.0
916775;1673034600.0
916775;1673293800.0
916775;1673380200.0
916775;1673466600.0
916775;1673898600.0
916775;1673985000.0
916775;1674503400.0
916775;1674589800.0
916775;1674676200.0
916775;1674762600.0
916775;1674849000.0
916773;1673635380.0
916773;1672771380.0
916773;1672857780.0
916773;1672944180.0
916773;1673030580.0
916773;1673289780.0
916773;1673462580.0
916773;1673894580.0
916773;1673980980.0
916773;1674067380.0
916773;1674499380.0
916773;1674585780.0
916773;1674672180.0
916773;1674758580.0
916773;1674844980.0
916769;1672937940.0
916769;1674493140.0
916769;1672851540.0
916769;1673024340.0
916769;1673283540.0
916769;1673456340.0
916769;1673629140.0
916769;1673888340.0
916769;1673974740.0
916769;1674061140.0
916769;1674579540.0
916769;1674665940.0
916769;1674752340.0
916769;1674838740.0
863723;1673021940.0
863723;1673626740.0
863723;1674231540.0
863723;1674836340.0
863722;1673360460.0
863722;1674051660.0
863722;1674570060.0
863722;1672669260.0
863722;1672755660.0
863722;1672842060.0
863722;1672928460.0
863722;1673274060.0
863722;1673446860.0
863722;1673533260.0
863722;1673878860.0
863722;1673965260.0
863722;1674483660.0
863722;1675088460.0
863721;1673281200.0
863721;1673972400.0
863721;1672676400.0
863721;1672762800.0
863721;1672849200.0
863721;1672935600.0
863721;1673367600.0
863721;1673454000.0
863721;1673540400.0
863721;1673886000.0
863721;1674058800.0
863721;1674490800.0
863721;1674577200.0
863721;1674663600.0
863721;1674750000.0
863721;1675095600.0
863720;1674224460.0
863720;1673014860.0
863720;1673619660.0
863720;1674829260.0
863702;1674542160.0
863702;1672641360.0
863702;1672727760.0
863702;1672814160.0
863702;1672900560.0
863702;1672986960.0
863702;1673246160.0
863702;1673332560.0
863702;1673418960.0
863702;1673505360.0
863702;1673591760.0
863702;1673850960.0
863702;1673937360.0
863702;1674023760.0
863702;1674455760.0
863702;1674628560.0
863702;1674714960.0
863702;1674801360.0
863702;1675060560.0
862587;1672769700.0
862587;1672856100.0
862587;1672942500.0
862587;1673028900.0
862587;1673288100.0
862587;1673374500.0
862587;1673460900.0
862587;1673633700.0
862587;1673892900.0
862587;1673979300.0
862587;1674065700.0
862587;1674497700.0
862587;1674584100.0
862587;1674670500.0
862587;1674756900.0
862587;1674843300.0
862587;1675102500.0
862585;1672597020.0
862585;1673115420.0
862585;1673201820.0
862585;1673720220.0
862585;1673806620.0
862585;1674325020.0
862585;1674411420.0
862585;1674929820.0
862585;1675016220.0
862575;1672764960.0
862575;1672851360.0
862575;1672937760.0
862575;1673024160.0
862575;1673283360.0
862575;1673369760.0
862575;1673456160.0
862575;1673628960.0
862575;1673888160.0
862575;1673974560.0
862575;1674060960.0
862575;1674492960.0
862575;1674579360.0
862575;1674665760.0
862575;1674752160.0
862575;1674838560.0
862575;1675097760.0
862572;1672763160.0
862572;1672849560.0
862572;1672935960.0
862572;1673022360.0
862572;1673281560.0
862572;1673367960.0
862572;1673454360.0
862572;1673627160.0
862572;1673886360.0
862572;1673972760.0
862572;1674059160.0
862572;1674491160.0
862572;1674577560.0
862572;1674663960.0
862572;1674750360.0
862572;1674836760.0
862572;1675095960.0
862564;1672575960.0
862564;1672662360.0
862564;1672748760.0
862564;1672835160.0
862564;1672921560.0
862564;1673007960.0
862564;1673094360.0
862564;1673180760.0
862564;1673267160.0
862564;1673353560.0
862564;1673439960.0
862564;1673612760.0
862564;1673699160.0
862564;1673785560.0
862564;1673871960.0
862564;1673958360.0
862564;1674044760.0
862564;1674217560.0
862564;1674303960.0
862564;1674390360.0
862564;1674476760.0
862564;1674563160.0
862564;1674649560.0
862564;1674735960.0
862564;1674822360.0
862564;1674908760.0
862564;1674995160.0
862564;1675081560.0
862564;1675167960.0
862555;1672644120.0
862555;1674199320.0
862555;1672730520.0
862555;1672816920.0
862555;1672989720.0
862555;1673248920.0
862555;1673335320.0
862555;1673421720.0
862555;1673508120.0
862555;1673594520.0
862555;1673853720.0
862555;1673940120.0
862555;1674458520.0
862555;1674544920.0
862555;1674631320.0
862555;1674717720.0
862555;1674804120.0
862555;1675063320.0
862555;1675149720.0
862553;1674021300.0
862553;1672811700.0
862553;1672898100.0
862553;1672984500.0
862553;1673243700.0
862553;1673330100.0
862553;1673416500.0
862553;1673589300.0
862553;1673848500.0
862553;1673934900.0
862553;1674453300.0
862553;1674539700.0
862553;1674626100.0
862553;1674712500.0
862553;1674798900.0
862553;1675058100.0
862552;1672640940.0
862552;1672727340.0
862552;1672813740.0
862552;1672986540.0
862552;1673245740.0
862552;1673332140.0
862552;1673418540.0
862552;1673504940.0
862552;1673591340.0
862552;1673850540.0
862552;1673936940.0
862552;1674023340.0
862552;1674196140.0
862552;1674455340.0
862552;1674541740.0
862552;1674628140.0
862552;1674714540.0
862552;1674800940.0
862552;1675060140.0
862552;1675146540.0
862549;1673076120.0
862549;1673680920.0
862549;1674285720.0
862549;1674890520.0
862548;1673079900.0
862548;1673684700.0
862548;1674289500.0
862548;1674894300.0
862547;1673082900.0
862547;1673687700.0
862547;1674292500.0
862547;1674897300.0
862545;1673097780.0
862545;1673702580.0
862545;1674307380.0
862545;1674912180.0
862543;1672571640.0
862543;1673176440.0
862543;1673781240.0
862543;1674386040.0
862543;1674990840.0
862533;1672593900.0
862533;1673198700.0
862533;1673803500.0
862533;1674408300.0
862533;1675013100.0
862531;1674029100.0
862531;1672646700.0
862531;1672733100.0
862531;1672819500.0
862531;1672905900.0
862531;1672992300.0
862531;1673251500.0
862531;1673337900.0
862531;1673424300.0
862531;1673510700.0
862531;1673597100.0
862531;1673856300.0
862531;1673942700.0
862531;1674201900.0
862531;1674461100.0
862531;1674547500.0
862531;1674633900.0
862531;1674720300.0
862531;1674806700.0
862531;1675065900.0
862531;1675152300.0
862530;1672590300.0
862530;1673195100.0
862530;1673799900.0
862530;1674404700.0
862530;1675009500.0
862528;1673204160.0
862528;1672599360.0
862528;1672685760.0
862528;1672772160.0
862528;1672858560.0
862528;1672944960.0
862528;1673031360.0
862528;1673117760.0
862528;1673290560.0
862528;1673376960.0
862528;1673463360.0
862528;1673549760.0
862528;1673636160.0
862528;1673722560.0
862528;1673808960.0
862528;1673895360.0
862528;1673981760.0
862528;1674068160.0
862528;1674240960.0
862528;1674327360.0
862528;1674413760.0
862528;1674500160.0
862528;1674586560.0
862528;1674672960.0
862528;1674759360.0
862528;1674845760.0
862528;1674932160.0
862528;1675018560.0
862528;1675104960.0
862526;1674064560.0
862526;1674755760.0
862526;1672768560.0
862526;1672854960.0
862526;1672941360.0
862526;1673027760.0
862526;1673286960.0
862526;1673373360.0
862526;1673459760.0
862526;1673632560.0
862526;1673891760.0
862526;1673978160.0
862526;1674496560.0
862526;1674582960.0
862526;1674669360.0
862526;1674842160.0
862526;1675101360.0
862525;1672682040.0
862525;1672768440.0
862525;1672854840.0
862525;1672941240.0
862525;1673027640.0
862525;1673286840.0
862525;1673373240.0
862525;1673459640.0
862525;1673546040.0
862525;1673632440.0
862525;1673891640.0
862525;1673978040.0
862525;1674064440.0
862525;1674237240.0
862525;1674496440.0
862525;1674582840.0
862525;1674669240.0
862525;1674755640.0
862525;1674842040.0
862525;1675101240.0
862525;1675187640.0
862524;1673369760.0
862524;1672678560.0
862524;1672764960.0
862524;1672851360.0
862524;1672937760.0
862524;1673024160.0
862524;1673283360.0
862524;1673456160.0
862524;1673542560.0
862524;1673628960.0
862524;1673888160.0
862524;1673974560.0
862524;1674060960.0
862524;1674233760.0
862524;1674492960.0
862524;1674579360.0
862524;1674665760.0
862524;1674752160.0
862524;1674838560.0
862524;1675097760.0
862524;1675184160.0
862515;1672664100.0
862515;1672750500.0
862515;1672836900.0
862515;1672923300.0
862515;1673009700.0
862515;1673268900.0
862515;1673355300.0
862515;1673441700.0
862515;1673528100.0
862515;1673614500.0
862515;1673873700.0
862515;1673960100.0
862515;1674046500.0
862515;1674219300.0
862515;1674478500.0
862515;1674564900.0
862515;1674651300.0
862515;1674737700.0
862515;1674824100.0
862515;1675083300.0
862515;1675169700.0
862507;1672908780.0
862507;1674636780.0
862507;1672735980.0
862507;1672822380.0
862507;1672995180.0
862507;1673254380.0
862507;1673340780.0
862507;1673427180.0
862507;1673599980.0
862507;1673859180.0
862507;1673945580.0
862507;1674031980.0
862507;1674463980.0
862507;1674550380.0
862507;1674723180.0
862507;1674809580.0
862507;1675068780.0
862506;1672905360.0
862506;1672732560.0
862506;1672818960.0
862506;1672991760.0
862506;1673250960.0
862506;1673337360.0
862506;1673423760.0
862506;1673596560.0
862506;1673855760.0
862506;1673942160.0
862506;1674028560.0
862506;1674460560.0
862506;1674546960.0
862506;1674719760.0
862506;1674806160.0
862506;1675065360.0
862504;1672728960.0
862504;1674024960.0
862504;1672815360.0
862504;1672901760.0
862504;1672988160.0
862504;1673247360.0
862504;1673333760.0
862504;1673420160.0
862504;1673592960.0
862504;1673852160.0
862504;1673938560.0
862504;1674456960.0
862504;1674543360.0
862504;1674629760.0
862504;1674716160.0
862504;1674802560.0
862504;1675061760.0
860198/9;1672644240.0
860198/9;1672730640.0
860198/9;1672817040.0
860198/9;1672903440.0
860198/9;1672989840.0
860198/9;1673249040.0
860198/9;1673335440.0
860198/9;1673421840.0
860198/9;1673508240.0
860198/9;1673594640.0
860198/9;1673853840.0
860198/9;1673940240.0
860198/9;1674199440.0
860198/9;1674458640.0
860198/9;1674545040.0
860198/9;1674631440.0
860198/9;1674717840.0
860198/9;1674804240.0
860198/9;1675063440.0
860197;1673040240.0
860197;1673645040.0
860197;1674249840.0
860197;1674854640.0
860190/1;1674497400.0
860190/1;1672683000.0
860190/1;1672769400.0
860190/1;1672855800.0
860190/1;1672942200.0
860190/1;1673028600.0
860190/1;1673287800.0
860190/1;1673374200.0
860190/1;1673460600.0
860190/1;1673547000.0
860190/1;1673892600.0
860190/1;1673979000.0
860190/1;1674065400.0
860190/1;1674238200.0
860190/1;1674583800.0
860190/1;1674670200.0
860190/1;1674756600.0
860190/1;1674843000.0
860190/1;1675102200.0
860180;1673216280.0
860180;1672611480.0
860180;1673821080.0
860180;1674425880.0
860180;1675030680.0
860169;1673810820.0
860169;1672601220.0
860169;1673206020.0
860169;1674415620.0
860169;1675020420.0
860161;1674498240.0
860161;1672683840.0
860161;1672770240.0
860161;1672856640.0
860161;1672943040.0
860161;1673029440.0
860161;1673288640.0
860161;1673375040.0
860161;1673461440.0
860161;1673547840.0
860161;1673634240.0
860161;1673893440.0
860161;1673979840.0
860161;1674066240.0
860161;1674239040.0
860161;1674584640.0
860161;1674671040.0
860161;1674757440.0
860161;1674843840.0
860161;1675103040.0
860134;1672593060.0
860134;1673111460.0
860134;1673197860.0
860134;1673716260.0
860134;1673802660.0
860134;1674321060.0
860134;1674407460.0
860134;1674925860.0
860134;1675012260.0
860133;1673637840.0
860133;1675106640.0
860133;1672687440.0
860133;1672773840.0
860133;1672860240.0
860133;1672946640.0
860133;1673033040.0
860133;1673119440.0
860133;1673292240.0
860133;1673378640.0
860133;1673465040.0
860133;1673551440.0
860133;1673724240.0
860133;1673897040.0
860133;1673983440.0
860133;1674069840.0
860133;1674242640.0
860133;1674329040.0
860133;1674501840.0
860133;1674588240.0
860133;1674674640.0
860133;1674761040.0
860133;1674847440.0
860133;1674933840.0
860130;1674832200.0
860130;1673017800.0
860130;1673622600.0
860130;1674227400.0
860128;1672575060.0
860128;1672661460.0
860128;1672747860.0
860128;1672834260.0
860128;1672920660.0
860128;1673007060.0
860128;1673093460.0
860128;1673179860.0
860128;1673266260.0
860128;1673352660.0
860128;1673439060.0
860128;1673525460.0
860128;1673611860.0
860128;1673698260.0
860128;1673784660.0
860128;1673871060.0
860128;1673957460.0
860128;1674043860.0
860128;1674216660.0
860128;1674303060.0
860128;1674389460.0
860128;1674475860.0
860128;1674562260.0
860128;1674648660.0
860128;1674735060.0
860128;1674821460.0
860128;1674907860.0
860128;1674994260.0
860128;1675080660.0
860127;1672665900.0
860127;1672752300.0
860127;1672838700.0
860127;1672925100.0
860127;1673011500.0
860127;1673097900.0
860127;1673270700.0
860127;1673357100.0
860127;1673443500.0
860127;1673529900.0
860127;1673616300.0
860127;1673702700.0
860127;1673875500.0
860127;1673961900.0
860127;1674048300.0
860127;1674221100.0
860127;1674307500.0
860127;1674480300.0
860127;1674566700.0
860127;1674653100.0
860127;1674739500.0
860127;1674825900.0
860127;1674912300.0
860127;1675085100.0
860126;1673518200.0
860126;1674727800.0
860126;1672654200.0
860126;1672740600.0
860126;1672827000.0
860126;1672913400.0
860126;1672999800.0
860126;1673259000.0
860126;1673345400.0
860126;1673431800.0
860126;1673604600.0
860126;1673863800.0
860126;1673950200.0
860126;1674209400.0
860126;1674468600.0
860126;1674555000.0
860126;1674641400.0
860126;1674814200.0
860126;1675073400.0
860125;1673282760.0
860125;1672677960.0
860125;1672764360.0
860125;1672850760.0
860125;1672937160.0
860125;1673023560.0
860125;1673369160.0
860125;1673455560.0
860125;1673541960.0
860125;1673628360.0
860125;1673887560.0
860125;1673973960.0
860125;1674060360.0
860125;1674146760.0
860125;1674233160.0
860125;1674492360.0
860125;1674578760.0
860125;1674665160.0
860125;1674751560.0
860125;1674837960.0
860125;1675097160.0
860125;1675183560.0
860123;1672596960.0
860123;1673114520.0
860123;1673201760.0
860123;1673719320.0
860123;1673806560.0
860123;1674324120.0
860123;1674411360.0
860123;1674928920.0
860123;1675016160.0
860122;1672639740.0
860122;1672726140.0
860122;1672812540.0
860122;1672898940.0
860122;1672985340.0
860122;1673244540.0
860122;1673330940.0
860122;1673417340.0
860122;1673503740.0
860122;1673590140.0
860122;1673849340.0
860122;1673935740.0
860122;1674194940.0
860122;1674454140.0
860122;1674540540.0
860122;1674626940.0
860122;1674713340.0
860122;1674799740.0
860122;1675058940.0
860116;1673205480.0
860116;1672600680.0
860116;1673810280.0
860116;1674415080.0
860116;1675019880.0
860115;1672588140.0
860115;1673106540.0
860115;1673192940.0
860115;1673711340.0
860115;1673797740.0
860115;1674316140.0
860115;1674402540.0
860115;1674920940.0
860115;1675007340.0
860114;1673630400.0
860114;1674062400.0
860114;1674667200.0
860114;1672680000.0
860114;1672766400.0
860114;1672852800.0
860114;1672939200.0
860114;1673025600.0
860114;1673284800.0
860114;1673371200.0
860114;1673457600.0
860114;1673544000.0
860114;1673889600.0
860114;1673976000.0
860114;1674148800.0
860114;1674235200.0
860114;1674494400.0
860114;1674580800.0
860114;1674753600.0
860114;1674840000.0
860114;1675099200.0
860114;1675185600.0
860113;1673019960.0
860113;1673624760.0
860113;1674229560.0
860113;1674834360.0
860112;1672676460.0
860112;1672762860.0
860112;1672849260.0
860112;1672935660.0
860112;1673022060.0
860112;1673281260.0
860112;1673367660.0
860112;1673454060.0
860112;1673540460.0
860112;1673626860.0
860112;1673886060.0
860112;1673972460.0
860112;1674058860.0
860112;1674231660.0
860112;1674490860.0
860112;1674577260.0
860112;1674663660.0
860112;1674750060.0
860112;1674836460.0
860112;1675095660.0
860109;1672650720.0
860109;1672737120.0
860109;1672823520.0
860109;1672909920.0
860109;1672996320.0
860109;1673255520.0
860109;1673341920.0
860109;1673428320.0
860109;1673514720.0
860109;1673601120.0
860109;1673860320.0
860109;1673946720.0
860109;1674205920.0
860109;1674465120.0
860109;1674551520.0
860109;1674637920.0
860109;1674724320.0
860109;1674810720.0
860109;1675069920.0
860108;1673517240.0
860108;1674035640.0
860108;1675158840.0
860108;1672653240.0
860108;1672739640.0
860108;1672826040.0
860108;1672912440.0
860108;1672998840.0
860108;1673258040.0
860108;1673344440.0
860108;1673430840.0
860108;1673603640.0
860108;1673862840.0
860108;1673949240.0
860108;1674467640.0
860108;1674554040.0
860108;1674640440.0
860108;1674727740.0
860108;1674813240.0
860108;1675072440.0
860105;1672904760.0
860105;1673423160.0
860105;1675151160.0
860105;1672645560.0
860105;1672731960.0
